,영상 제목,링크,분류,text,likes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,ㅈㄹ; 단지 식물이 고통을 느끼지 못한다고 생각해서 채식을 선택한거라면 매우 잘못된거다. 이 식물들도 햇빛 한번 더 받을라고 고개를 내미는데 표면적으로 고통의 표현을 못한다고 단정짓는건 이기적인거지.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,알았으니까 비건님들 니들만 쳐먹고 니들끼리 조용히 사세요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"난 그냥 아무거나 먹는입장이지만
모기나 채소 등등에 비유해서 따지는건 아니라고본다. 일단 채식하는거로인해 아프게 죽어나가는 생명을 조금이라도 줄일수있는거에 의의를 둬야하는거아닌가. 채소(만약 아픔을 느낀다면) 벌레등등 당연히 모든 생명을 보호할순없겠지. 예를들어서 우리가 지구온난화로인해 실천하는 행동들중에 모든것을 실천하는건 아니잖아. 다만 조금씩 실천할수있는것들을 하지. 거기에 의미를 두고있고. 그거랑 비슷한맥락이라보면될것같다. 정말 남들에게 따지고 강요하고  피해주는게아니라면 채식주의자를 안좋게볼이유가 뭐가있을까.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,업진살 살살 녹는다~~,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"채식 잡식 육식 -정상
서로에게 채식 잡식 육식을 강요하는것 -비정상",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,저는 살려고 비건이 됐어요... 몸에 염증이 많이 생겨서... 동물이 불쌍해서 된것이 아니구요.... 타고난 체질이 저주받아서 동물성 식품을 먹으면 피부병에 약을 달고 살았거든요. 만약 고기먹고도 건강했으면 비건안됐을듯.. 비타민 B12는 굽지않은 보라색 김에서 섭취합니다. 넷플릭스에서 the game chagers 나 what the health 라는 다큐 멘터리를 보시면 비건을 이해하시기 쉬울꺼예요....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"조용히 조아리고 먹으면 아무말도 안하지 ㅅㅂ 
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"고기를 안먹고싶다는건 당연히 이해할 수 있는데, 고기먹는게 문제라는식으로 얘기를 하시네요 애초부터. 그러면 반발이 나올 수 밖에 없죠.",408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,아 고기 너무 맛있어 ~ 너무달아 ~,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,아니 도랐나ㅜㅠㅜ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 저 사람이 난동 일으킴? 왜 다 고깃집 난동 일으킨 사람취급함,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"어우...진짜 별게 다 신념이다
사고방식도 1차원적이고",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,8:28 닭의 수명이 언제부터 30년이였지?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,채식이던 육식이던 본인이 좋은거 하는게 좋죠 근데 개독처럼 예수 안 믿으면 지옥 이런 식으로 만 하지 않았으면 좋겠습니다~,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,페미 = 비건 = 레즈. 과학공식,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,우리가 먹을 고기를 위해 투자하는 곡물이나 그런걸 조금이라도 줄이면 환경문제나 기아문제 해결에 아주 큰 도움이 될 텐데....ㅠㅠ 사람들이 고기를 먹는걸 한순간에 줄일 수는 없을테고 나라도 고기를 먹지 말아야지 이런 마음가짐으로 줄여 나가는건 바람직한 것 같아요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"영상을 보고 느낀 점은 비건 분들이 어떤 잠정적 피해를 겪는지 알겠는데 반대로 '비건'이라는 단어 자체가 이중성을 포함하고 있네요.
비윤리적 도축 및 생명 경시를 거부한다는 것이 비건의 최대 목표라고 한다면, 역으로 생각할 때 비건을 하지 않는 쪽은 생명 경시를 방임하는 사람이라는 뜻을 내포하게 됩니다.
설사 많은 비건들이 그렇게 생각하지 않더라도, '비건' 운동의 해석대로라면 자연히 반대진영에게 불쾌감이 조성되는 모순이 있어요.
따라서 비건들이 이러한 간극을 좁히기 위해서는 이 영상처럼 억울하다, 우리는 피해 받고 있다, 배려해 달라 같은 메시지가 아니라",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"그냥 먹고 싶은거대로 먹으면 되지 고기든 채소든
고기는 먹는데 곱창은 싫다하면 혐오 할꺼밍?
고기 싫다는데 왜 혐오하는거밍?
개고기 먹는다고 욕하는데 돼지먹는건 합리는 왜 함? 뱀 먹으면 혐오? 개 먹으면 혐오? 돼지 먹으면 혐오? 결국 본인들과 안 맞으면 욕하고 혐오하는 거지. 그래 뭐... 동물(인간)은 무리를 짓지 인간은 지능이 높아 글로 물고 뜯어 자살시키고 지능 낮은 동물들은 물고 뜯고 직접 죽여서 없애겠지? 그냥 서로 존중해주자 우리~",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,남의식단에 관심끊어야되는건 비건쪽이겠지 ㅋㅋㅋ남의사업장와서 깽판치는 불법시위자들이 할말은 아니지않나,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,wow surprising like to dislike ratio maybe I'm a bit ignorant on Korean culture but I don't get how people get a sense of hate from this video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"풀떼기먹고 어떻게 저리 살쪘노
ㅋㅋㅋㅋㅋㅋ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,댓글 쭉 보니까 사람들 다 비건 ㅈㄴ까네 분명 남에게 아무런 피해도 끼치지 않고 현실적으로 자신의 신념을 실천하는 사람이 더 많은건데 왜 부분을 보고 집단을 매도하는건가,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"난 뭐 채식하는 사람들은 이해하겠는데, 페스토비건? 뭔 동물권 운운하면서 결국 생선, 우유, 계란 등등 지 먹고 싶은건 먹는 사람은 좀 혐오스럽다. 계란, 우유, 생선은 동물권에 포함이 안되는거임?? 걍 늬들 먹고 싶은 거 먹어. 채식할거면 채식하고, 가끔가다 고기 먹고싶으면 먹고. 그게 니 자유고 내 자유인데 동물권 운운하면서 이상한 용어들이나 만들고 참.ㅋ 
동물권 운운할거면 계란, 생선 먹지말고. 식물권에 대해서도 한 번더 생각해주길바라.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,근데 고기를 안 먹으면 단백질이 부족해지지않나요?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,이사람들도 후에 죽어서 장례식할때 육계장 나옴 ㅅㄱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"채식주의 신념을 지키는건 좋은데 그걸 강요하지는말자... 동물들 불쌍한건 맞지만 그런 불법 사육장을 처리할 문제지 고기 못먹게 깽판친다고 해결될 문제가 아니다.
게다가 고기도 식량인데 그 사육장들 닫으면 지금 고기수요를 채울수 있을까? 
대놓고 말해서 사자가 사냥해서 먹는건 자연의 섭리고 인간이 가축 키워서 먹는건 폭력인가? 왜 아프리카 사자한테 가서 그건 나쁜거야 하고 도덕놀이 해보지 그래?
인간이 다른 동물들을 잡아서 먹을수 있는건 힘과 지능이 있어서고 약육강식이기 때문에 먹을수 있는거다.꼬우면 동물들한테 총 쥐어주던가.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,솔직히 자신의 건강에 문제가있어서 어쩔수없이 채식을하는건 문제없어. 그런데? 동물권땜에? 무슨 쌉소리지? 으휴... 솔직히 메탄가스등 온실가스가 많아지는건 맞아. 그런데 다수의 비건들의 사상 좀 잘못된거같아.. 식물은 고통을 못느낀다? 그래 못 느낄수 있어... 그런데 적어도 니들이 먹고있다는건 인지한단다.. 그니까 동물권말구 식물권도 만들어. 애초에 식물도 생명인거 알잖아.. 걍 물만먹어... ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,아 ㅋㅋㅋㅋ 오늘도 삼겹살에 쌈장 찍어서 냠냠했다 맛있다~~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,채식은 저능아들의 특권이다.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,어이가 없네 약육강식 모름?사자한테 얼룩말 사냥하지 말라고 할까?어?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"본인들이 먼저 고기먹는 사람들한테 뭐라해서 비건에 대한 인식을 조져놨으니까 욕을 먹지 ㅋㅋ 그냥 조용히 완전채식하면 아무 말 안해,  근데 계속 사회로 기어나와서 영양불균형이 있는 완전채식을 만병통치약인듯 설파하고 고기먹는 사람을 죄짓는사람으로 만들어버리는데 욕을 안먹겠어?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,눈물나네요ㅠㅠㅠㅠㅠㅠㅠ 함께 채식할수있는 친구가 주변에 조금씩 생겨나면 좋겠어요,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,난 착한척 하는 비건은 보지못했다. 식당에 무턱대고 쳐들어가서 소리지르고 강요하는게 어딜봐서 착한척임? 차라리 착한척이라도 했으면 인식이 이렇게 망가지진 않았을거임. 왜 혐오의 대상이 되었는지는 본인들이 가장 잘알텐데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"으 진짜 댓글 혐오다... 이상적인 반응은 당연히 “그렇구나.. 지금 당장은 아니지만 천천히 줄여나갈게”, “실천하긴 어렵지만 육식을 함으로서 일어나는 동물학대/환경 오염을 염두에 두고 응원할게!” 정도여야 하는데 댓글 상태 정말 개념 뒤졌다ㅠ 채식은 동물복지 뿐만 아니라 인간의 지속가능한 삶을 위해서도 필요하다 인간들아... 나도 당장 채식할 여건 안되서 실천은 안하지만 그렇다고 비건 욕하고 혐오하면서 추해지긴 싫음ㅗ,,,",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,식물이 고통을 느끼지 않기는  개뿔 고통을 느낀다고 연구결과 나왔다 이놈들아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"비건도 이해는 가는 게, 육우에 의해 배출되는 온실가스며 가축을 키우는 데에 드는 농작물이면 사실 기아문제 해결할 수준이라는 걸 생각하면 환경단체가 자동차 적게 타자! 라든지 친환경 자동차를 타자! 라고 하는 것처럼 육류 소비를 줄이거나 대체 고기를 먹는 걸 권장하는 운동은 얼마든지 할 수 있다고 생각해요. 물론 그걸 강요하는 사람들이 제일 나쁘지만 그렇다고 그런 사람들을 싸잡아서 혐오하는 건 별개의 문제 같네요. 정말 환경 생각하는 분들 혹은 개인적 사정 때문에 못 드시는 분들을 배려하는 문화도, 술 못 마시는 사람을 배려하는 문화가 자리잡은 것처럼 점차 자리잡을 거라고 믿습니다.",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"애초에 육식주의가 문제라고 생각하는거부터가 글러 먹었네 ㅋㅋㅋ 채식주의는 ok 육식주의는 no?  
확실히 비건 전체까진 아니어도 과반수는 정신병이 있는것같다",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"식물의 생명은 등한시하면서 동물의 생명만 생각하는게 비건이 맞다ㅋㅋㅋㅋ  비건들이 고기 안먹는 이유가 뭘까?ㅋㅋㅋ
그리고 남의 식단에 관심없는척 하지마 니들이 관심 없었으면 애초에 이 영상 촬영도 안했을테니까 니들이 이미지 깎아먹고 욕먹어서 촬영된거야",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,비건들 겁나 이기적이다 지들이 치킨집 고기집 들어가서 행패 부리고 지들이 선전하고 선동 해놓고 왜 자기들 한테 뭐라 그러는지 모르겠다 라는 식으로 말하네 개역겹네 진짜,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"채식 ㅋㅋㅋ....
몸 아파요....
ㅜㅜ 여러분..
우리는 짐승과는 다른, 고등 동물이지만..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,행복의 기준이 쾌고감수능력에 초점화 될수 있는가,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"하나는 알고 둘은 모르시는분들,,  초식동물이 불쌍하다면, 동물원에 육식동물로부터 초식들을 구제할 것인지.. 거기 닭잡아서 키워먹어야하는데.. 애완견 건강에도 생닭이 좋은데,,, 과연 스스로 평생 동물을 안죽이고 살수 있다고 다짐할수있는것인지.. 태어난 이상 환경은 당연히 소비되는 것이고 소비하는 만큼 재생되는 것의 균형이 맞으면 되는 것이다... 어느 한쪽이 막힌게 아니고 돌고 도는것 이란말이다! 어디까지나 남에게 아래영상처럼 강요하시는 분들에게 얘기하는것입니다. 스스로 채식좋아서 하시는분들은 존경합니다.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"English comment here, I want to be friends with all of them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"비건: 정상
일반인: 정상
서로 싸우는 얘들: 비정상
그거 보고 웃는얘들: ㅂㅅ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"난 삼겹살도 좋고, 피망도 좋고, 소고기도 좋고, 대파도 좋고, 닭꼬치도 좋고, 당근도 좋고••• 그냥 다좋다ㅎㅎㅎ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맘껏 채소만 먹고 사세요!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,아암얌얌얌 치킨 ㅈㄹ맛있누 쩝쩝쩝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,미안해!!! 동물들아~~!!! 정말... 흑 너희가 너무!!!~~~ 맛있어!!! 미안해ㅠㅠ 고기가 없다면!!! 죽어서 먼지가 될꺼야!!!나도 어쩔수없는 인간인가봐!!ㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,감상 ㄱㄱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"진짜 문제가 되는건 아니 겁나 관심도 없음 님이 비건이든 뭐든 무슨 타이틀을 달건 내 알 바가 아닌데

왜 남의 식사하는 자리에 쳐와서 민폐를 끼치냐고 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,혈색들이 안좋아보이는건 기분탓?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"ㅋㅋㅋ 우리나라는 비건 절대 성공못한다는게 딱 이 영상으로 나오네
고기 안먹어?그래 그럴 수 있어
근데 니들은 대중을 '설득'하는게 아니라 육식주의자로 분류하고 '계도'하려하고있어ㅋ
내가 고기를 먹든 풀을 먹든 그건 내 선택이지 그게 미개하고 폭력적인게 아니란다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,민폐 맞아.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,아 치킨마렵다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,관상 끄덕끄덕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"자기 혼자서 채식하면 오케이
남까지 하라고 강요하면 오지랍
제발 고기좀 편하게 먹자
난 채식도 해야하지만",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"과학적 근거에 기반해서 채식주의자는 현재 문명을 누리고 감사함을 모르는 한심한 인간임
과학을 부정하지 말라.
육식: 애초에 인간에게 가장 효율적인 단백질과 동물성 지방을 소량섭취로도 에너지 대사원으로 활용 가능  안할 이유가없음 안하면 손해 
채식: 각종 감염체에 대한 면역증진및 비타민같은 섬유질 흡수가 유리함 간단하게 말해 자동차 부품만 10억원치 샀다고 고급차가 아니고 기름칠도하고 파츠들도 관리해주는 개념",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,호랑이가 너의 팔을 뜯고있어도 음식이아니라 폭력이야 호랑아...ㅇㅈㄹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,하던 말던 상관없지만 강요만 하지마라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"육식주의가 사회적 문제ㅋㅋㅋㅋㅋㅋㅋ
아가리로만 떠들지 말고
그렇게 동물들 죽는게 안타까우시면 산에 들어가서 풀떼기 뜯어먹으며 자급자족하면서 사세요
댁들이 그렇게 좋아하는 풀떼기들도 인간들이 논 밭 개간하면서 농약뿌리고 비료뿌리고 동물들 서식처 파괴하면서 생산하는거니까.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,합리화는 본인들이 하고 있는데........,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,우린 맛있는거 먹어 너넨 엿먹어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"주제는 너무 좋은데 질문 수준이 영,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,그리고 뭐든간에 ~~주의라는건 편식이자 해로운 듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"채식하는건 머라고 안하는데
적.당.히 합시다^^
지구는 공동채잖아요
니들 채식하는거 아무도 뭐라고안해요",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"채식해서 마라톤뛸수있는게 아니라
보디빌딩하고 파워리프팅할수있어야
근력저하가 없는거아닌가?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,닭이 평균수명이 30년ㅋㅋㅋㅋㅋㅋㅋ19년도 들었던 얘기중 제일웃겼네... ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,사람들 왜이렇게 부정적이지.. 남한테 강요하는것만 아니면 괜찮다고생각하는디,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,"비건특징 :  그식물 키울려고 경작하는 밭에서 죽는 곤충과 총에 맞아 죽는 짐승은 안보임^^

일부일거같지 ?ㅋㅋㅋㅋㅋㅋ 100평만 경작해도 죽여야될 짐승이 줜나게 많다",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,위선자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,(ENG CC) '비건'들 착한 척 하는 거 X나 역겨움 EP.03 [혐망진창],https://youtu.be/lo-PmYa_sU0,편견,고기가 주는 행복을 부정하다니 멋지네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
